CLASE;MARCA;MODELO;DMARCA;DMODELO
901;22;13;Volvo;S60 00/12
901;22;14;Volvo;S40 05/08 Y 08/12
901;22;15;Volvo;C30 3P 07/10 10/..
901;22;16;Volvo;440
901;22;17;Volvo;S80 07/...
901;22;18;Volvo;*V40 13/17 Y 17/...
901;22;19;Volvo;S90 97/98
901;22;20;Volvo;340
901;22;21;Volvo;V 60
901;23;1;Suzuki;*SWIFT 4P 91/95
901;23;2;Suzuki;SWIFT (GEO METRO) 3P 91/95
901;23;3;Suzuki;BALENO 4P / ESTEEM 96/99 99/02
901;23;4;Suzuki;MARUTI ALTO 3/5P
901;23;5;Suzuki;SUZUKI ?80
901;23;6;Suzuki;BALENO 3P 96/99 99/02
901;23;7;Suzuki;#ESTEEM
901;23;8;Suzuki;SWIFT 5P 91/95
901;23;9;Suzuki;*FUN 03/06 y 06/11 3P
901;23;10;Suzuki;*FUN 04/06 y 06/11 5P
901;23;11;Suzuki;ALTO FRONT
901;23;12;Suzuki;FRONTE
901;23;13;Suzuki;#FUN 06/... 3P
901;23;14;Suzuki;SWIFT 5P 06/11
901;23;15;Suzuki;*SWIFT 5P 15/17
901;23;16;Suzuki;NEW BALENO 5P 17/...
901;23;17;Suzuki;SWIFT 5P 18/...
901;24;1;Subaru;IMPREZA 93/00
901;24;2;Subaru;LEGACY 93/99 y 99/05
901;24;3;Subaru;JUSTY 3P 91/95
901;24;4;Subaru;IMPREZA00/02 02/04 04/06 06/08
901;24;5;Subaru;JUSTY 5P 91/95
901;24;6;Subaru;IMPREZA ?80 4P
901;24;7;Subaru;#GLF
901;24;8;Subaru;SUBARU '80 3P
901;24;9;Subaru;*LEGACY 05/10
901;24;10;Subaru;IMPREZA 5P 07/11
901;24;11;Subaru;XV 10/13
901;24;12;Subaru;IMPREZA 4P 09/11
901;24;13;Subaru;LEGACY 10/17
901;24;14;Subaru;XV 13/16 Y 16/17
901;24;15;Subaru;LEGACY 17/...
901;24;16;Subaru;IMPREZA 5P 18/...
901;24;17;Subaru;WR 19/...
901;25;1;Honda / Acura;CIVIC 4P 91/96
901;25;2;Honda / Acura;*ACCORD 4P 94/96 y 96/98
901;25;3;Honda / Acura;CIVIC 4P 01/04 y 04/06
901;25;4;Honda / Acura;CIVIC 96/99 Y 99/01 4P BRAS
901;25;5;Honda / Acura;ACCORD 3/4P ?80
901;25;6;Honda / Acura;*FIT / JAZZ 03/09
901;25;7;Honda / Acura;CIVIC ?80
901;25;8;Honda / Acura;ACCORD 4P 98/04
901;25;9;Honda / Acura;#ACCORD 2P 92/98
901;25;10;Honda / Acura;*CIVIC 4P 06/09 09/12
901;25;11;Honda / Acura;*LEGEND 06/11
901;25;12;Honda / Acura;INTEGRA 86/97
901;25;13;Honda / Acura;ACCORD 04/06
901;25;14;Honda / Acura;CIVIC HATCHBACK 91/96
901;25;15;Honda / Acura;CIVIC HATCHBACK 96/01
901;25;16;Honda / Acura;CIVIC HATCHBACK 06/09
901;25;17;Honda / Acura;ACCORD 06/08
901;25;18;Honda / Acura;ACCORD 08/12 Y 13/16 Y 16/17
901;25;19;Honda / Acura;*FIT 09/12 Y 12/17
901;25;20;Honda / Acura;*ACCORD 90/94
901;25;21;Honda / Acura;LEGEND 1990
901;25;22;Honda / Acura;*CITY 09/12 12/15
901;25;23;Honda / Acura;*CIVIC 12/16 Y 16/17
901;25;24;Honda / Acura;*CIVIC 17/...
901;25;25;Honda / Acura;*FIT 17/19 MEX Y 19/... BRAS
901;25;26;Honda / Acura;WR-V 18/...
901;25;27;Honda / Acura;ACCORD 18/...
901;26;1;Isuzu;STYLUS
901;28;1;Mercedes Benz;*CLASE A 99/06 W168
901;28;2;Mercedes Benz;CLASE C 94/00 W202
901;28;3;Mercedes Benz;280/300/350/450 72/84 W123
901;28;4;Mercedes Benz;300/350/380 84/94 W126
901;28;5;Mercedes Benz;190 84/92 W201
901;28;6;Mercedes Benz;CLASE E 95/03 W210
901;28;7;Mercedes Benz;CLASE S 91/99 W140
901;28;12;Mercedes Benz;CLASE C 00/04 Y 04/07 W203
901;28;13;Mercedes Benz;CLASE S 99/06 W220
901;28;14;Mercedes Benz;230 ?80
901;28;15;Mercedes Benz;200/230/220 (W124) 84/94
901;28;16;Mercedes Benz;*CLASE E 03/06 Y 06/09 W211
901;28;17;Mercedes Benz;240/250/260
901;28;18;Mercedes Benz;180/190 55/75
901;28;19;Mercedes Benz;500
901;28;20;Mercedes Benz;220 S 1953/8
901;28;21;Mercedes Benz;170 1951/1975 2/4P
901;28;22;Mercedes Benz;400 1992/3
901;28;23;Mercedes Benz;CLASE E 09/13 W212
901;28;24;Mercedes Benz;#240
901;28;25;Mercedes Benz;CLASE CLS 05/10 C219
901;28;26;Mercedes Benz;CLASE S 06/14 W221
901;28;27;Mercedes Benz;*CLASE C 07/11/13/14 W204
901;28;28;Mercedes Benz;SMART FORTWO 10/16
901;28;29;Mercedes Benz;CLASE E 55 AMG 99/06
901;28;30;Mercedes Benz;CLASE A 12/17 Y 17/18 5P
901;28;31;Mercedes Benz;*CLASE E 13/17 W212
901;28;32;Mercedes Benz;*CLASE CLA 13/19 C117
901;28;33;Mercedes Benz;CLASE CLS 14/18 C218
901;28;34;Mercedes Benz;CLASE C 00/04 C32/55 AMG
901;28;35;Mercedes Benz;SMART FORTWO 16/...
901;28;36;Mercedes Benz;SMART FORFOUR 16/...
901;28;37;Mercedes Benz;CLASE C 15/19 19/... W205
901;28;38;Mercedes Benz;CLASE E 50 AMG 97/98
901;28;39;Mercedes Benz;CLASE C 63 AMG 16/...
901;28;40;Mercedes Benz;CLASE E 17/... W213
901;28;41;Mercedes Benz;CLASE E 63 AMG 13/17 18.
901;28;42;Mercedes Benz;CLASE A 18/... 4/5P
901;28;43;Mercedes Benz;CLASE A 18/... 4P AMG
901;28;44;Mercedes Benz;CLASE A 18/... 5P AMG
901;28;45;Mercedes Benz;CLASE C 63 AMG 08/15 W204
901;28;46;Mercedes Benz;CLASE C 43
901;29;1;Hyundai;ELANTRA 92/96 y 96/00
901;29;4;Hyundai;ACCENT 4/5P 94/00
901;29;5;Hyundai;ATOS PRIME 00/03
901;29;6;Hyundai;ACCENT 4P 00/06 (VERNA)
901;29;7;Hyundai;ACCENT 5P 00/06
901;29;8;Hyundai;ELANTRA 5P 00/03
901;29;9;Hyundai;ELANTRA 4P 00/04 y 04/06
901;29;10;Hyundai;EXCEL 86/95
901;29;11;Hyundai;SONATA 90/00
901;29;12;Hyundai;SONATA 06/08
901;29;21;Hyundai;*ATOS GLS 97/04
901;29;22;Hyundai;#AVANTE
901;29;23;Hyundai;PONY ?80
901;29;24;Hyundai;ATOS 06/10
901;29;25;Hyundai;*I30 08/12
901;29;26;Hyundai;*I10 10/11 Y 11/15
901;29;27;Hyundai;VELOSTER 12/16 Y 16/18
901;29;28;Hyundai;GETZ
901;29;29;Hyundai;ELANTRA 13/...
901;29;30;Hyundai;I30 13/16 Y 16/...
901;29;31;Hyundai;CENTENNIAL 05/...
901;29;32;Hyundai;GRAND I10 16/...
901;29;33;Hyundai;VELOSTER 18/19 Y 19/...
901;29;34;Hyundai;IONIQ HYBRID 19/...
901;29;35;Hyundai;I25/ACCENT 12/20 4P
901;30;1;Datsun;200 79/82
901;30;2;Datsun;180 80/84
901;30;3;Datsun;120 80/83
901;30;4;Datsun;LAUREL 81/83
901;30;5;Datsun;BLUEBIRD 80/83
901;30;6;Datsun;230
901;31;1;BMW / Mini;SERIE 3 99/05 (E46)
901;31;2;BMW / Mini;SERIE 5 79/82 (E12)
901;31;3;BMW / Mini;*SERIE 3 91/99 (E36)
901;31;4;BMW / Mini;SERIE 3 79/84 (E21)
901;31;5;BMW / Mini;SERIE 3 84/91 (E30)
901;31;6;BMW / Mini;SERIE 5 82/89 (E28)
901;31;7;BMW / Mini;*SERIE 5 89/97 (E34)
901;31;8;BMW / Mini;*SERIE 5 97/05 (E39)
901;31;9;BMW / Mini;SERIE 7 79/86 (E23)
901;31;10;BMW / Mini;SERIE 7 86/94
901;31;11;BMW / Mini;SERIE 7 94/02 (E38)
901;31;12;BMW / Mini;SERIE 7 02/09 (E65)
901;31;13;BMW / Mini;2002 70/75
901;31;14;BMW / Mini;M3 91/99 (E36)
901;31;15;BMW / Mini;M5 89/95 (E34) Y 97/03 (E39)
901;31;16;BMW / Mini;SERIE 5 05/10 (E60)
901;31;17;BMW / Mini;SERIE 1 05/11 5P (E87)
901;31;18;BMW / Mini;*SERIE 3 05/09 (E90)
901;31;19;BMW / Mini;M5 05/10 (E60)
901;31;20;BMW / Mini;*SERIE 3 09/13 (E90)
901;31;21;BMW / Mini;SERIE 5 10/16 Y 16/17 (F10)
901;31;22;BMW / Mini;SERIE 1 11/16 16/19 5P (F20)
901;31;23;BMW / Mini;SERIE 7 09/...
901;31;24;BMW / Mini;ISETTA
901;31;25;BMW / Mini;SERIE 1 11/16 16/19 3P (F21)
901;31;26;BMW / Mini;SERIE 3 13/16 16/19 (F30)
901;31;27;BMW / Mini;*SERIE 1 05/11 3P (E81)
901;31;28;BMW / Mini;M5 13/17 (F10)
901;31;29;BMW / Mini;MINI 16/... 5P F55
901;31;30;BMW / Mini;SERIE 5 GT 10/... (F07)
901;31;31;BMW / Mini;SERIE 4 GRANCOUPE 17/... F36
901;31;32;BMW / Mini;SERIE 5 17/... (G30)
901;31;33;BMW / Mini;M3 15/16 17/19
901;31;34;BMW / Mini;M5 18/... (F90)
901;31;35;BMW / Mini;SERIE 3 19/... (G20)
901;31;36;BMW / Mini;SERIE 1 19/... 5P F40
901;32;1;Kia;AVELLA 4/5P
901;32;2;Kia;SEPHIA
901;32;3;Kia;PRIDE 96/00
901;32;4;Kia;CLARUS
901;32;5;Kia;CAPITAL
901;32;6;Kia;SHUMA 4/5P
901;32;7;Kia;PICANTO 06/09 Y 09/12
901;32;8;Kia;CERATO 07/14
901;32;9;Kia;CONCORD
901;32;10;Kia;OPIRUS 07/10
901;32;11;Kia;RIO 08/13 4/5P
901;32;12;Kia;MAGENTIS 07/...
901;32;13;Kia;SPECTRA 02/04
901;32;14;Kia;SOUL 09/14
901;32;15;Kia;SOUL 14/17 Y 17/19
901;32;16;Kia;CERATO 14/18 KOR 18/20 MEX
901;32;17;Kia;*RIO 13/15 15/18 5P
901;32;18;Kia;CEED 07/12 5P
901;32;19;Kia;*PICANTO 12/15 15/16 16/18
901;32;20;Kia;PICANTO 18/...
901;32;21;Kia;RIO 18/... 5P
901;32;22;Kia;OPTIMA
901;32;23;Kia;SOUL 20/...
901;32;24;Kia;CERATO 20/...
901;33;1;Nissan;MAXIMA
901;33;2;Nissan;SENTRA 97/02 B14
901;33;3;Nissan;SENTRA 92/97 B13
901;33;4;Nissan;*PRIMERA
901;33;5;Nissan;BLUEBIRD
901;33;6;Nissan;SUNNY
901;33;7;Nissan;MARCH 85/93 K10
901;33;8;Nissan;STANZA ALTIMA
901;33;9;Nissan;ALMERA
901;33;10;Nissan;*TIIDA 4/5P 08/15 C11
901;33;11;Nissan;PRESIDENT
901;33;12;Nissan;MICRA 93/08 K11
901;33;13;Nissan;TEANA 09/12 J32
901;33;14;Nissan;SENTRA 2006 B16
901;33;15;Nissan;*SENTRA 10/14 B16
901;33;16;Nissan;PLATINA 05/06 (CLIO 4P)
901;33;17;Nissan;*MARCH 12/14 Y 14/... K13
901;33;18;Nissan;*VERSA 13/15 15/16 17/20 N17
901;33;19;Nissan;*SENTRA 14/16 16/19 19/20 B17
901;33;20;Nissan;ALTIMA 14/19 L33
901;33;21;Nissan;*NOTE 15/20 E12
901;33;22;Nissan;LEAF 19/... ZE1
901;33;23;Nissan;SENTRA 20/... B18
901;33;24;Nissan;VERSA 21/... N18
901;34;1;Mazda;323 92/97 97/00
901;34;2;Mazda;323 00/03 4/5P
901;34;3;Mazda;626 92/98 4/5P
901;34;4;Mazda;626 4P 98/00 y 00/01
901;34;5;Mazda;626 5P 98/00 y 00/01
901;34;6;Mazda;ARTIS
901;34;7;Mazda;323 ?80
901;34;8;Mazda;121
901;34;9;Mazda;929
901;34;10;Mazda;626 ?80 4P
901;34;11;Mazda;323 HATCHBACK 93/00
901;34;12;Mazda;PROTEGE
901;34;13;Mazda;XEDOS 9
901;34;14;Mazda;RX8
901;36;1;Mitsubishi;*LANCER 96/01
901;36;2;Mitsubishi;SAPPORO
901;36;3;Mitsubishi;LANCER 92/96
901;36;4;Mitsubishi;*GALANT 92/99
901;36;5;Mitsubishi;LANCER 01/06
901;36;6;Mitsubishi;GALANT ?80
901;36;7;Mitsubishi;COLT ?80
901;36;8;Mitsubishi;LANCER ?80
901;36;9;Mitsubishi;MIRAGE
901;36;10;Mitsubishi;LANCER 06/08
901;36;11;Mitsubishi;CARISMA
901;36;12;Mitsubishi;DIAMANTE
901;36;13;Mitsubishi;LANCER 08/14 14/...
901;36;14;Mitsubishi;SIGMA
901;37;1;Daihatsu;SIRION 98/05
901;37;2;Daihatsu;*APPLAUSE 91/01
901;37;3;Daihatsu;MOVE 5P 97/05
901;37;4;Daihatsu;MIRA 98/03
901;37;5;Daihatsu;CUORE 78/82
901;37;6;Daihatsu;CHARADE 78/82
901;37;7;Daihatsu;CHARADE 90/99
901;37;8;Daihatsu;CHARMANT
901;37;9;Daihatsu;CUORE 93/96
901;39;1;Ika;KAISER CARABELA
901;39;2;Ika;KAISER BERGANTIN
901;40;1;Opel;K 180
901;40;2;Opel;*ASTRA 4/5P 91/99
901;40;3;Opel;ASTRA 3P 91/98
901;40;4;Opel;*VECTRA 92/96
901;40;5;Opel;OMEGA
901;40;6;Opel;KADETT 3/5P
901;40;7;Opel;*CORSA 3/5P
901;40;8;Opel;REKORD 4P
901;40;9;Opel;OLIMPIA
901;40;10;Opel;ASCONA
901;41;1;Lada;LAIKA
901;41;2;Lada;SAMARA
901;41;3;Lada;AFALINA
901;43;1;Saab;9000
901;43;2;Saab;900 5P
901;43;3;Saab;900 3P
901;43;4;Saab;9-3 5P
901;43;5;Saab;9-3 3P
901;43;6;Saab;9-5 98/06
901;46;1;Proton;400
901;46;2;Proton;WIRA
901;46;3;Proton;SATRIA
901;47;1;Buick;SKY LARK
901;47;2;Buick;SOMERSET
901;47;3;Buick;LE SABRE
901;47;4;Buick;SEDAN 1931
901;47;5;Buick;PARK AVENUE
901;47;6;Buick;SPECIAL
901;48;1;Lancia;DEDRA
901;48;2;Lancia;THEMA
901;48;3;Lancia;BETA 4P
901;48;4;Lancia;BETA 2P
901;48;5;Lancia;PRISMA
901;48;6;Lancia;DELTA 5P
901;48;7;Lancia;#K 3P
901;48;8;Lancia;KAPPA 4P 2000
901;50;1;Maserati;QUATTROPORTE 99/03
901;50;2;Maserati;QUATTROPORTE 06/...
901;51;1;Porsche;PANAMERA
901;52;1;Lexus;LS 400 89/95 95/99
901;52;2;Lexus;ES 300 93/02
901;52;3;Lexus;GS 300 91/98 98/05
901;52;4;Lexus;IS 200 98/05
901;52;5;Lexus;LS 430 00/05
901;52;6;Lexus;GS 350/450H 11/19
901;52;7;Lexus;GS 350/450H 19/...
901;52;8;Lexus;NX 300 19/.....
901;52;9;Lexus;LS 500H 18/...
901;52;10;Lexus;ES 300H 20/...
901;52;11;Lexus;LS 300 F 20/...
901;52;12;Lexus;IS 300H 19/...
901;53;1;Oltcit;OLTCIT CLUB 11
901;53;2;Oltcit;OLTCIT 12 TRS
901;54;1;FSO Polonez;FSO Polonez
901;55;1;Jaguar;XJ6
901;55;2;Jaguar;XJ8
901;55;3;Jaguar;S-TYPE
901;55;4;Jaguar;X-TYPE
901;55;5;Jaguar;MAJESTIC
901;55;6;Jaguar;MK2
901;55;7;Jaguar;SOVEREING
901;55;8;Jaguar;MK10
901;55;9;Jaguar;XF
901;55;10;Jaguar;XE
901;56;1;MG;MG B
901;57;1;Skoda;FELICIA
901;57;2;Skoda;FABIA
901;58;1;Aleko;ALEKO
901;59;1;Rolls Royce;SILVER SHADOW
901;62;1;Willys;AUTO
901;63;1;Tavria;1100
901;64;1;Autobianchi;Y10
901;64;2;Autobianchi;A 112
901;66;1;DKW;AUTO UNION 2/4P
901;68;1;Mercury;SEDAN
901;68;2;Mercury;MERCURY 86
901;68;3;Mercury;TOPAZ
901;68;4;Mercury;GRAND MARQUIS
901;68;5;Mercury;ZEPHYR
901;68;6;Mercury;MYSTIQUE
901;69;1;Plymouth;ACCLAIM
901;69;2;Plymouth;LASER 4P
901;69;3;Plymouth;CARAVELLE
901;71;1;Austin;ALLEGRO
901;71;2;Austin;ITAL
901;71;3;Austin;MORRIS
901;78;1;Isard;ROYAL 700
901;79;1;AMC;CONCORD
901;81;1;De Soto;DE SOTO
901;82;1;Triumph;SEDAN
901;84;1;NSU;PRINZ
901;86;1;Pontiac;LEMANS
901;86;2;Pontiac;BONNEVILLE
901;86;3;Pontiac;GRAND PRIX
901;88;1;Morris;BM 612
901;90;1;Eagle;SUMMIT
901;92;1;John Deere;FLEETWOOD
901;93;1;Oldsmobile;CUTLASS CIERA
901;97;1;Coradir / TITO;TITO
901;98;1;De Carlo;DECARLO 700
901;99;1;Hummer;#H3
901;101;1;Hudson;HUDSON
901;103;1;Cadillac;DE VILLE
901;103;2;Cadillac;NORTHSTAR
901;103;3;Cadillac;CADILLAC SIN DESCRIPCION
901;107;1;Lincoln;TOWN CAR
901;107;2;Lincoln;COSMOPOLITAN
901;107;3;Lincoln;CONTINENTAL
901;109;1;Chery;*FACE 10/... S12
901;109;2;Chery;QQ 10/16 S11
901;109;3;Chery;SKIN 12/15 4/5P M11
901;109;4;Chery;*FULWIN 4/5P 13/15/19 A13/J15
901;109;5;Chery;*QQ 16/22 S15 J00
901;109;6;Chery;*ARRIZO5 17/21 J60
901;112;1;Simca;SIMCA
901;116;1;Lifan;X50 5P 16/...
901;117;1;Geely;LC 16/18
901;117;2;Geely;LC CROSS 16/18
901;117;3;Geely;515 4/5P 16/18
901;117;4;Geely;EMGRAND 7 17/...
901;117;5;Geely;EMGRAND GS FE 3
901;119;1;BAIC Beijing Autom.Indus.Hold;D20 18/...
901;570;1;CFMOTO;NK650
901;572;1;SWM;RS 500
907;1;1;Peugeot;4008 13/...
907;1;2;Peugeot;3008 17/20
907;1;3;Peugeot;5008 17/...
907;1;5;Peugeot;3008 21/..
907;2;1;Renault;*KOLEOS 09/12 12/15
907;2;2;Renault;#DUSTER 11/...
907;2;3;Renault;*DUSTER 11/15 Y 15/21
907;2;4;Renault;*CAPTUR 16/...
907;2;5;Renault;*KOLEOS 18/20 20/...
907;2;6;Renault;DUSTER II 21/...
907;3;1;Fiat;CAMPAGNOLA
907;3;2;Fiat;500X 18/...
907;3;3;Fiat;PULSE 22/...
907;4;1;Volkswagen;TOUAREG 04/06 Y 06/11
907;4;2;Volkswagen;*TIGUAN 08/12 Y 12/17
907;4;3;Volkswagen;ILTIS
907;4;4;Volkswagen;TOUAREG 11/16 Y 16/19
907;4;5;Volkswagen;*TIGUAN ALLSPACE 17/...
907;4;6;Volkswagen;T-CROSS 19/...
907;4;7;Volkswagen;TOUAREG 19/...
907;4;8;Volkswagen;TAOS 21/22 23/..
907;5;1;Ford;*EXPLORER 95/01
907;5;2;Ford;*EXPLORER 92/95 USA
907;5;3;Ford;ESCAPE 01/08
907;5;4;Ford;*ECOSPORT 03/08 08/12
907;5;5;Ford;BRONCO
907;5;6;Ford;EXPEDITION
907;5;7;Ford;KUGA 10/13
907;5;8;Ford;*ECOSPORT 12/17
907;5;9;Ford;*KUGA 13/17 17/...
907;5;10;Ford;EXCURSION 99/05
907;5;11;Ford;ESCAPE 17/...
907;5;12;Ford;*ECOSPORT 17/...
907;5;13;Ford;KUGA HYBRID 20/...
907;5;14;Ford;TERRITORY 20/...
907;5;15;Ford;BRONCO 21/....
907;6;1;Chevrolet;BLAZER BRAS 96/01
907;6;2;Chevrolet;BLAZER USA 91/95
907;6;3;Chevrolet;BLAZER BRAS 01/06 06/09 09/12
907;6;4;Chevrolet;*GRAND VITARA 5P 99/03
907;6;5;Chevrolet;GRAND BLAZER 99/00
907;6;6;Chevrolet;TROOPER
907;6;7;Chevrolet;VERANEIO 3/5P
907;6;8;Chevrolet;SUBURBAN
907;6;9;Chevrolet;TRAVERSE
907;6;10;Chevrolet;BLAZER 1980
907;6;11;Chevrolet;*CAPTIVA 08/12 12/14/17 17/...
907;6;12;Chevrolet;EQUINOX 18/...
907;6;13;Chevrolet;JIMMY
907;6;14;Chevrolet;*TRAILBLAZER 13/16
907;6;15;Chevrolet;*TRACKER 13/17 Y 17/20
907;6;16;Chevrolet;TRAILBLAZER 17/20 21/...
907;6;17;Chevrolet;TRACKER 21/...
907;7;1;Alfa Romeo;STELVIO 20/...
907;9;1;Citroen / DS;C4 AIRCROSS 13/15
907;9;2;Citroen / DS;DS7 18/...
907;9;3;Citroen / DS;DS3 CROSSBACK 19/...
907;9;4;Citroen / DS;C5 AIRCROSS 20/...
907;10;1;Toyota;RAV 4 5P 01/06
907;10;2;Toyota;HILUX SW4 01/03
907;10;3;Toyota;4 RUNNER 95/01
907;10;4;Toyota;RAV 4 5P 94/01
907;10;5;Toyota;*HILUX SW4 96/01
907;10;6;Toyota;RAV 4 3P 94/01
907;10;7;Toyota;LAND CRUISER PRADO 03/09
907;10;8;Toyota;*LAND CRUISER
907;10;9;Toyota;*HILUX SW4 05/08 08/12 12/15
907;10;10;Toyota;HIGHLANDER
907;10;11;Toyota;*RAV 4 5P 06/08 08/13
907;10;12;Toyota;KIJANG
907;10;13;Toyota;*LAND CRUISER 08/12 12/16 16/.
907;10;14;Toyota;SEQUOIA
907;10;15;Toyota;FJ CRUISER
907;10;16;Toyota;*L CRUISER PRADO10/15 15/17 17
907;10;17;Toyota;*RAV 4 5P 13/16 Y 16/19
907;10;18;Toyota;*HILUX SW4 15/21 21/...
907;10;19;Toyota;*INNOVA 18/...
907;10;20;Toyota;RAV 4 19/...
907;10;21;Toyota;COROLLA CROSS 21/
907;12;1;Audi;Q7 07/11 Y 11/16
907;12;2;Audi;*Q5 09/12 Y 12/17
907;12;3;Audi;Q3 12/19
907;12;4;Audi;Q7 16/...
907;12;5;Audi;Q2 17/...
907;12;6;Audi;Q5 17/...
907;12;7;Audi;SQ5 18/...
907;12;8;Audi;Q8 19/...
907;12;9;Audi;Q3 20/..
907;13;1;Chrysler / Jeep;GRAND CHEROKEE 11/13
907;13;2;Chrysler / Jeep;*GRAND CHEROKEE 99/05
907;13;3;Chrysler / Jeep;*CHEROKEE 92/01
907;13;4;Chrysler / Jeep;CHEROKEE / LIBERTY 01/09 09/13
907;13;5;Chrysler / Jeep;*GRAND CHEROKEE 92/99
907;13;6;Chrysler / Jeep;WRANGLER 91/07 2P
907;13;7;Chrysler / Jeep;CHEROKEE 74/85
907;13;8;Chrysler / Jeep;GRAND CHEROKEE 05/11
907;13;9;Chrysler / Jeep;*COMPASS 07/12 12/15
907;13;10;Chrysler / Jeep;WRANGLER 08/19 JK 2/4P
907;13;11;Chrysler / Jeep;*PATRIOT 10/...
907;13;12;Chrysler / Jeep;*JOURNEY 09/12 12/20
907;13;13;Chrysler / Jeep;COMMANDER 07/08
907;13;14;Chrysler / Jeep;GRAND CHEROKEE 13/...
907;13;15;Chrysler / Jeep;*RENEGADE 16/19 19/...
907;13;16;Chrysler / Jeep;*COMPASS 17/19 Y 19/21
907;13;17;Chrysler / Jeep;CHEROKEE 17/...
907;13;18;Chrysler / Jeep;PACIFICA 04/08
907;13;19;Chrysler / Jeep;COMPASS 21/...
907;13;20;Chrysler / Jeep;WRANGLER 19/... 2P JL
907;13;21;Chrysler / Jeep;WRANGLER 19/... 4P JL
907;13;22;Chrysler / Jeep;COMMANDER 22/...
907;17;1;Dodge / RAM;DURANGO
907;17;2;Dodge / RAM;RAIDER
907;17;3;Dodge / RAM;CALIBER
907;19;1;Daewoo;#ACTYON
907;22;1;Volvo;XC90 03/07 07/15
907;22;2;Volvo;XC60 09/13 13/18
907;22;3;Volvo;XC90 16/...
907;22;4;Volvo;XC60 18/...
907;22;5;Volvo;XC40 18/...
907;23;1;Suzuki;*VITARA/GEOTRACKER 3/5P 90/98
907;23;2;Suzuki;*GRAND VITARA 5P 98/09
907;23;3;Suzuki;JIMNY 98/02
907;23;4;Suzuki;SANTANA SAMURAI
907;23;5;Suzuki;GRAND VITARA 3P 98/09
907;23;6;Suzuki;MARUTI GYPSY
907;23;7;Suzuki;SIDEKICK
907;23;8;Suzuki;JEEP ?80
907;23;9;Suzuki;*GRAND VITARA 5P XL7 05/07
907;23;10;Suzuki;X90 90/97
907;23;11;Suzuki;GRAND VITARA JIII 07/11 Y14/18
907;23;12;Suzuki;GRAND VITARA 3P 14/18
907;23;13;Suzuki;NEW VITARA 5P 16/...
907;23;14;Suzuki;JIMNY 19/...
907;24;1;Subaru;FORESTER 98/01
907;24;2;Subaru;FORESTER 01/03
907;24;3;Subaru;FORESTER 03/06
907;24;4;Subaru;FORESTER 06/08
907;24;5;Subaru;FORESTER 08/12
907;24;6;Subaru;TRIBECA 05/...
907;24;7;Subaru;FORESTER 13/16 Y 16/19
907;24;8;Subaru;FORESTER 19/...
907;24;9;Subaru;XV 18/...
907;25;1;Honda / Acura;*CR-V 97/02
907;25;2;Honda / Acura;HR-V 01/04
907;25;3;Honda / Acura;PASSPORT 91/95
907;25;4;Honda / Acura;*CR-V 02/04 y 04/06
907;25;5;Honda / Acura;PILOT 09/...
907;25;6;Honda / Acura;*CR-V 06/09 y 09/12
907;25;7;Honda / Acura;MDX
907;25;8;Honda / Acura;*CR-V 12/16 Y 16/18
907;25;9;Honda / Acura;*NEW HR-V 15/18 18/...
907;25;10;Honda / Acura;CRV 18/...
907;25;11;Honda / Acura;WR 19/..
907;26;1;Isuzu;TROOPER y TROOPER II 3/5P
907;26;2;Isuzu;RODEO 91/03
907;26;3;Isuzu;#TROOPER II
907;26;4;Isuzu;AMIGO 89/03
907;26;5;Isuzu;VEHICROSS
907;27;1;Land Rover;FREELANDER 97/02 02/08
907;27;2;Land Rover;DISCOVERY 90/98 y 98/04
907;27;3;Land Rover;RANGE ROVER 95/03 03/...
907;27;4;Land Rover;DISCOVERY 04/09 Y 09/16
907;27;5;Land Rover;DEFENDER 90 96/99
907;27;6;Land Rover;DEFENDER 110 91/...
907;27;7;Land Rover;SANTANA ?80
907;27;8;Land Rover;JEEP
907;27;9;Land Rover;FREELANDER II 08/13 13/16
907;27;10;Land Rover;RANGE ROVER EVOQUE 3/5P 12/...
907;27;11;Land Rover;DISCOVERY 5 18/...
907;27;12;Land Rover;DISCOVERY SPORT 15/...
907;27;13;Land Rover;RANGE ROVER VELAR 18/...
907;27;14;Land Rover;RANGER ROVER SPORT 18/..
907;28;1;Mercedes Benz;*CLASE ML 98/06 (W163)
907;28;2;Mercedes Benz;CLASE G 79/90 W460 90/18 W461
907;28;3;Mercedes Benz;*CLASE ML BLINDADA
907;28;4;Mercedes Benz;CLASE ML 06/13 (W164)
907;28;5;Mercedes Benz;CLASE ML 06/13 (W164) AMG
907;28;6;Mercedes Benz;CLASE GLK 09/13 13/16
907;28;7;Mercedes Benz;CLASE R 05/09
907;28;8;Mercedes Benz;CLASE ML 13/16 (W166)
907;28;9;Mercedes Benz;CLASE GL 13/16
907;28;10;Mercedes Benz;CLASE GLA 15/17 17/...
907;28;11;Mercedes Benz;CLASE GLC 16/19 19/...
907;28;12;Mercedes Benz;CLASE GLE 17/20 COUPE C292
907;28;13;Mercedes Benz;CLASE GLC 16/19 19/... COUPE
907;28;14;Mercedes Benz;CLASE GLC AMG 16/...
907;28;15;Mercedes Benz;CLASE GLC AMG 16/... COUPE
907;28;16;Mercedes Benz;CLASE GLE 17/20 (W166 RESTYL)
907;28;17;Mercedes Benz;CLASE GLE 20/... (V167)
